barcode,name,brand,category,subcategory,ingredients,allergens,source,source_url,data_confidence,needs_manual_review,notes
5060040253724,KIDDYLICIOUS Veggie Straws - saveur Légumes - 48g (4x12g),Kiddylicious,General Food,Uncategorised,"Fécule de pomme de terre (32%), huile de colza, farine de riz (20%), farine de pois secs (19%), chlorure de potassium, sel, tomate en poudre (0,4%), chou frisé en poudre (0,3%), épinards en poudre (0,3%), betterave en poudre (0,1%).",,open_food_facts,https://world.openfoodfacts.org/product/5060040253724/veggie-straws-kiddylicious,community,true,no clean SafeBite subcategory mapped; allergens missing or not explicitly declared
5060430292920,Power Shake Vanilla,BOL,Baby & Toddler,Porridge,"Oat Milk (Water, Gluten Free Oats), Banana, Soya Protein, Dates, Almond Butter (100% Almonds), Coconut Cream, Natural Flavourings, Cornstarch, Minerals (Chloride, Calcium, Potassium, Phosphorus, Magnesium, Iron, Zinc, Copper, Manganese, Selenium, Chromium, Molybdenum, lodine), Vitamins (A, C, K, Niacin, E, Pantothenic Acid D, B6, Riboflavin, Thiamine, Folate, Biotin, B12).",banana; nuts; soybeans,open_food_facts,https://world.openfoodfacts.org/product/5060430292920/power-shake-vanilla-bol,community,false,
5024121100499,Organix carrot cake oats bars,Organix,Baby Snacks,Oat Snacks,"Wholegrain oats 49.1%, Raisins (contains sunflower oil) 24.5%, Sunflower oil 10.8%, Carrot juice concentrate 6.9%, Agave fibre (inulin) 6.4%, Apple juice concentrate 2.0%, Cinnamon powder 0.4%, Orange oil &lt;0.1%, TOTAL 100%.",,open_food_facts,https://world.openfoodfacts.org/product/5024121100499/organix-carrot-cake-oats-bars,community,true,allergens missing or not explicitly declared
5024121222207,Gingerbread men biscuits,Organix,Baby Snacks,Oat Snacks,"Wholegrain wheat flour 31.5%, Wheat flour 31.5%, Grape juice concentrate 26%, Sunflower oil 10.2%, Raising agent (sodium bicarbonate) 0.5%, Ginger powder 0.3%, Thiamin (vitamin B1) &lt;0.1%",gluten,open_food_facts,https://world.openfoodfacts.org/product/5024121222207/gingerbread-men-biscuits-organix,community,false,
5060040250945,KIDDYLICIOUS Fruity Bakes - Fraise - 132g (6x1p),Kiddylicious,General Food,Uncategorised,"Farine de BLÉ complet* (39%), fourrage aux fruits* (35%) (concentré de jus de pomme, purée de fraises (26%), purée de cassis, purée de cerises, gélifiant: pectine, extrait de framboises), concentré de jus de pomme*, huile de tournesol*, farine de riz*, poudre à lever (carbonate acide de sodium), thiamine (vitamine B1).",gluten,open_food_facts,https://world.openfoodfacts.org/product/5060040250945/strawberry-fruity-bakes-6-x-132g-kiddylicious,community,true,no clean SafeBite subcategory mapped
5060107339811,Organic Sweetcorn + Carrot Melty Sticks 7 Months,Ella's Kitchen,Baby Snacks,Baby Crisps & Puffs,"Organic maize flour 72%, Organic sunflower oil 14%, Organic dried sweetcorn 9%, Organic dried carrots 4%, Organic rice flour 1%, Organic dried leeks &lt;1%, Thiamin (Vitamin B1) &lt;0.1%",,open_food_facts,https://world.openfoodfacts.org/product/5060107339811/organic-sweetcorn-carrot-melty-sticks-7-months-ella-s-kitchen,community,true,allergens missing or not explicitly declared
5024121100536,Soft Oaty Bars - Strawberry & Apple,Organix,Baby & Toddler,Porridge,"Wholegrain oats 49.5%, Raisins (contains sunflower oil) 19.8%, Sunflower oil 10.9%, Apple juice concentrate 8.9%, Agave fibre (inulin) 7.9%, Strawberry juice concentrate 3.0%",,open_food_facts,https://world.openfoodfacts.org/product/5024121100536/soft-oaty-bars-strawberry-apple-organix,community,true,allergens missing or not explicitly declared
4088600341828,Apple rice cakes,mamia,Baby & Toddler,Porridge,"ORGANIC WHITE RICE (89%), ORGANIC APPLE JUICE CONCENTRATE (11%), Vitamin B1",,open_food_facts,https://world.openfoodfacts.org/product/4088600341828/apple-rice-cakes-mamia,community,true,allergens missing or not explicitly declared
5060040250938,KIDDYLICIOUS Fruity Bakes - Pomme - 132g (6x1p),Kiddylicious,General Food,Uncategorised,"Farine de BLÉ complet 39%, fourrage aux pommes 35% (purée de pommes 67%, concentré de jus de pomme 33%), concentré de jus de pomme, huile de tournesol, farine de riz, poudre à lever (carbonate acide de sodium), thiamine (vitamine B1).",gluten,open_food_facts,https://world.openfoodfacts.org/product/5060040250938/apple-fruity-bakes-6-x-132g-kiddylicious,community,true,no clean SafeBite subcategory mapped
5060107337237,real Size from months crispy + nger food kitchen s,Ella's kitchen,Baby Snacks,Baby Crisps & Puffs,What's inside me Organic maize flour 75% Organic sunflower oil 13% Organic dried bananas 8% Organic dried strawberries 3% Organic dried raspberries &lt;x Organic when oren 44 Thiamin (Vitamin B** &lt;0.1% May contain milk and soya,,open_food_facts,https://world.openfoodfacts.org/product/5060107337237/real-size-from-months-crispy-nger-food-kitchen-s-ella-s-kitchen,community,true,allergens missing or not explicitly declared
5411188135289,"Alpro Haferdrink für Kinder 1-3+, Drink zum heranwachsen 1L",Alpro,General Food,Uncategorised,"Haferbasis (Wasser, Hafer (7,8%)), pflanzliche Öle (Rapsöl, Sonnenblumenöl), Erbsenprotein, Maltodextrin, Calciumcarbonat, natürliches Aroma, Säureregulator (Kaliumphosphate), Stabilisator (Gellan), Eisen, Kaliumiodid, Zink, Vitamine (A, B2, B9, B12, C, D2). Kuhmilcheiweißfrei. Von Natur aus laktosefrei.",gluten,open_food_facts,https://world.openfoodfacts.org/product/5411188135289/oat-haver-alpro,community,true,no clean SafeBite subcategory mapped
5024121664212,Organix goodies,Organix,General Food,Uncategorised,"Wheat flour Fruit filling (apple juice concentrate (68%), apple puree concentrate (20%), strawberry puree (12%)) Wholegrain wheat flour Grape juice concentrate Sustainably sourced palm oil Sunflower oil Raising agent (sodium bicarbonate)* Thiamin (vitamin B1)* TOTAL 41.4% 20.2% * Raising agent (sodium bicarbonate) and Thiamin (vitamin B1) have no organic certification.",,open_food_facts,https://world.openfoodfacts.org/product/5024121664212/organix-goodies,community,true,no clean SafeBite subcategory mapped; allergens missing or not explicitly declared
5000218005687,All Ages 4-6 Months Onwards Rusks Original,,Baby Snacks,Oat Snacks,"Wheat Flour, Sugar, Palm Oil, Wheat Starch, Raising Agents (Ammonium Carbonates), Calcium Carbonate, Emulsifier (Monoglycerides), Niacin, Iron, Thiamin, Riboflavin, Vitamin A, Vitamin D.",gluten,open_food_facts,https://world.openfoodfacts.org/product/5000218005687/all-ages-4-6-months-onwards-rusks-original,community,false,
4088600552057,strawberry and banana melty stix,,General Food,Uncategorised,"Organic Maize Flour, Organic Sunflower Oil, ORGANIC BANANA POWDER (8%), ORGANIC STRAWBERRY POWDER (3%), ORGANIC RASPBERRY POWDER (0.5%), Organic Rice Flour, *Thiamin (B1). *Permitted non-organic ingredient. DIETARY ADVICE: Suitable for vegans.",,open_food_facts,https://world.openfoodfacts.org/product/4088600552057/strawberry-and-banana-melty-stix,community,true,no clean SafeBite subcategory mapped; allergens missing or not explicitly declared
10601075,The white one or purple one. Organic!!,Ella's kitchen,General Food,Uncategorised,"Organic bananas 53% Organic apples 29% Organic blockcurrants 12% Organic blueberries 6%, Organic lemon juice concentrate (a dash)",,open_food_facts,https://world.openfoodfacts.org/product/10601075/the-white-one-or-purple-one-organic-ella-s-kitchen,community,true,no clean SafeBite subcategory mapped; allergens missing or not explicitly declared
5024121626609,organix mini cheese crackers,organix,Baby Snacks,Oat Snacks,"Wheat flour, Rice flour, Cheese (milk), Sunflower oil, Malt extract (barley), Malted wheat flour, Lemon juice concentrate, Raising agent (sodium bicarbonate)* Thiamin (vitamin B1)*",milk,open_food_facts,https://world.openfoodfacts.org/product/5024121626609/organix-mini-cheese-crackers,community,false,
4088600566535,Banana rusk fingers,Organic mamia,General Food,Uncategorised,"Organic Wheat Flour, Organic Concentrated Apple Juice, Organic Wheat Starch, Organic Sunflower Oil, ORGANIC BANANA PURÉE (5%), Organic Rice Flour, Organic Dried Skimmed Milk, Organic Butter (Milk), Organic Natural Banana Havouring, Raising Agents: Sodium Carbonates*, Ammonium Carbonates; Thiamin (B1)*. *Permitted non-organic ingredients",milk,open_food_facts,https://world.openfoodfacts.org/product/4088600566535/banana-rusk-fingers-organic-mamia,community,true,no clean SafeBite subcategory mapped
5060107336056,Prunes,Ella's Kitchen,General Food,Uncategorised,Organic prunes 100%,,open_food_facts,https://world.openfoodfacts.org/product/5060107336056/prunes-ella-s-kitchen,community,true,no clean SafeBite subcategory mapped; allergens missing or not explicitly declared
5060452492476,"Crispy Sticks, Cocoa & Hazelnut",Piccolo,Baby Snacks,Oat Snacks,"+1= Crispy shell 40% - rice flour* (49%), corn flour*, inulin*, quinoa flour*, low-fat cocoa powder * (6%), calcium carbonate. Cream filling* 60%-sunflower oil*, hazelnut paste* (15%), rice flour*, sweetener: erithritol*, low-fat cocoa powder* (12%), inulin*, cocoa butter*.",nuts,open_food_facts,https://world.openfoodfacts.org/product/5060452492476/crispy-sticks-cocoa-hazelnut-piccolo,community,false,
5060107330016,Organic The Red One Pouch 6+ Months,,General Food,Uncategorised,"Organic apples, organic bananas, organic strawberries, organic watermelon juice, organic raspberries, organic lemon juice concentrate",,open_food_facts,https://world.openfoodfacts.org/product/5060107330016/organic-the-red-one-pouch-6-months,community,true,no clean SafeBite subcategory mapped; allergens missing or not explicitly declared
5024121307126,Melty,Organix,Baby Snacks,Baby Crisps & Puffs,Corn 60.7% Dried green peas 19.4% Sunflower oil 7.0% Rice flour 6.5% Tomato powder 4.3% Sweetcorn powder 2.1% Thiamin (vitamin B1)* TOTAL 100% *Thiamin (vitamin B1) has no organic certification.,,open_food_facts,https://world.openfoodfacts.org/product/5024121307126/melty-organix,community,true,allergens missing or not explicitly declared
5024121099915,Mini Gingerbread Men,Organix,Baby Snacks,Oat Snacks,"Wholegrain wheat flour 31.9%, Wheat flour 31.9%, Grape juice concentrate 25.8%, Sunflower oil 9.6%, Raising agent (sodium bicarbonate)* 0.5%, Ginger powder 0.3%, Thiamin (vitamin B1)** &lt;0.1%",gluten,open_food_facts,https://world.openfoodfacts.org/product/5024121099915/mini-gingerbread-men-organix,community,false,
5060040251997,cookie squares,Kiddylicious,Baby Snacks,Oat Snacks,"it's deliciou re pur baby food Biscuits with strawberry and banana beetroot powder WHAT'S IN THEM? (Ingredients) Wheat flour, apple juice concentrate, wheat starch, high oleic sunflower oil, rice flour, cocoa butter, strawberry purée (2%), banana purée (2%), skimmed milk powder, beetroot powder (0.6%), raising agent: sodium carbonates, emulsifier: sunflower lecithin, lemon juice, calcium carbonate, thiamin (vitamin B1).",gluten; milk,open_food_facts,https://world.openfoodfacts.org/product/5060040251997/cookie-squares-kiddylicious,community,false,
4056489742470,organic soft biscotti,Lupilu,Baby Snacks,Oat Snacks,"39% Whole Wheat Flour* 33% Concentrated Apple Juice*, Rice Flour*, Vegetable Oils and Fats* (Sunflower*, Cocoa Butter*), Sunflower Oil Skimmed Milk Powder*, Raising Agent: Bicarbonate of Soda: Calcium Carbonate, Thiamin C oredients. Allergy Adval",,open_food_facts,https://world.openfoodfacts.org/product/4056489742470/organic-soft-biscotti-lupilu,community,true,allergens missing or not explicitly declared
5060040253915,KIDDYLICIOUS Biscotti - Pomme - 120g (6x2p),Kiddylicious,General Food,Uncategorised,"Farine de BLÉ complet (39%), concentré de jus de pomme (33%), farine de riz, huile de tournesol, beurre de cacao, LAIT écrémé en poudre, poudre à lever: carbonate acide de sodium, carbonate de calcium, thiamine (vitamine B1).",gluten; milk,open_food_facts,https://world.openfoodfacts.org/product/5060040253915/apple-soft-biscotti-kiddylicious,community,true,no clean SafeBite subcategory mapped
5024121807121,Organix apple rice cake clouds,Organix,General Food,Uncategorised,"Rice,Apple juice concentrate, Cinnamon powder Thiamin (vitamin B1)",,open_food_facts,https://world.openfoodfacts.org/product/5024121807121/organix-apple-rice-cake-clouds,community,true,no clean SafeBite subcategory mapped; allergens missing or not explicitly declared
5060040252000,Strawberry and banana smoothie melts,Kiddylicious,General Food,Uncategorised,"FON kidd WHAT'S IN THEM? (Ingredients) KiddyliciousUK ylicious.com NUTRITIONAL INFO Typical values Energy (KD) Energy (kcal) Banana purée, Strawberry purée An average of 395g of bananas and 105g of strawberries have been used to prepare 100g of Strawberry & Banana Smoothie Melts. Bananas sourced from non-EU countries. Fat (g) Per Per 100g 6g bag 1530 92 362 22 1.0 &lt;0.5 (",,open_food_facts,https://world.openfoodfacts.org/product/5060040252000/strawberry-and-banana-smoothie-melts-kiddylicious,community,true,no clean SafeBite subcategory mapped; allergens missing or not explicitly declared
5060040254639,Biscuit bébé KIDDYLICIOUS Wafers Myrtille | Dès 6 Mois | 4x2,Kiddylicious,General Food,Uncategorised,"Farine de riz au jasmin (81%), amidon de tapioca, concentré de jus de raisin, poudre de myrtille (2%), concentré de jus de carotte violette, arôme naturel, antioxydant: extrait riche en tocophérols (vitamine E), thiamine (vitamine B1).",,open_food_facts,https://world.openfoodfacts.org/product/5060040254639/blueberry-wafers-kiddylicious,community,true,no clean SafeBite subcategory mapped; allergens missing or not explicitly declared
5060040254417,Banana Wafers,Kiddylicious,Baby Snacks,Oat Snacks,"what's in them? (ingredients) jasmine rice flour tapioca starch sugar banana powder (5,5%) natural banana flavour vitamin e (mixed tocopherols) added to preserve freshness thiamin (vitamin b1)",,open_food_facts,https://world.openfoodfacts.org/product/5060040254417/banana-wafers-kiddylicious,community,true,allergens missing or not explicitly declared
5060139436434,Fruit Splits - Strawberry And Apple,Bear,Baby Snacks,Oat Snacks,"Apples (67.9%), pears (31.5%), strawberries (0.5%), blackcarrot extract (0.1%) Absolutely nothing else Per Portion Per 100g (20g) Energy 1171kJ",apple,open_food_facts,https://world.openfoodfacts.org/product/5060139436434/fruit-splits-strawberry-and-apple-bear,community,false,
5060040252109,US US KIDDYLICIOUS 12+ it's delicious MONTHS straw,Kiddylicious,Baby & Toddler,Baby Meals,"12+ MONTHS FRUITY & BUBBLY TO MELT IN THE MOUTH These tasty, bubbly ites melt in your ttle one's mouth for a scrumptious ruit snack. Explore our full range diddylicious.com KiddyliciousUK EFORE END 26 Our fun finger food is perfectly portioned, allergen-friendly where we can and deliciously tasty, made only with safe & carefully selected ingredients. Banana and strawberry purée strawberry purée (10%). freeze-dried snacks WHAT'S IN THEM? NUTRITIONAL INFO (Ingredients) Typical Per Pr Banana purée (90%), Values 100g Energy Energy (kcal) 1494 90 353 2 Fat (g) of which 10 saturates (g) 02 Carbohydrate (g) 77 46 of which sugars (g) 67 Fibre (g) 81 Protein (g) 49 0.0 40 An average of 395g of banana and 105g of strawberry have been used to prepare 100g of Strawberry & Banana Smoothie Melts. SUITABLE FOR... LACTOSE INTOLERANT VEGANS ABSOLUTELY NO... LACTOSE ONLY NATURAL FLAVOURS NO ARTIFICIAL COLOURS NO PRESERVATIVES Salt (g) Our Smoothie Melts will g left uneaten in an open bag - be quick, eat them up fast",banana,open_food_facts,https://world.openfoodfacts.org/product/5060040252109/us-us-kiddylicious-12-it-s-delicious-months-straw,community,false,
5060121673823,Mild Chicken Tikka,Little Dish,Baby & Toddler,Baby Meals,"Cooked Rice (45%), Tomatoes (13%), Cooked Chicken (12%)*, Water, Coconut Milk (6%)**, Onion (5%), Mango (4%), Cornflour, Rapeseed Oil, Tomato Purée, Ginger Purée, Yeast Extract, Spices, Coriander, Raisins, Garlic Purée, Desiccated Coconut, Sunflower Oil.",,open_food_facts,https://world.openfoodfacts.org/product/5060121673823/mild-chicken-tikka-little-dish,community,true,allergens missing or not explicitly declared
5063089304525,12 ITTLE ANGELS by ASDA APPLE & RASPBERRY CORN CAK,,General Food,Uncategorised,"Organic Com (84%), Organic Sunflower Oil, Organic Apple Powder (43) [Organic Apple, Organic Rice Flour], Organic Raspberry Powder (49%), Thiamin (B1). WARNING! Intended for babies and young children over 12 months Little Angels should be supervised when eating. Do not leave your baby alone while feeding. Please ensure they are sitting down and supervised to reduce the risk of choking STORAGE",,open_food_facts,https://world.openfoodfacts.org/product/5063089304525/12-ittle-angels-by-asda-apple-raspberry-corn-cak,community,true,no clean SafeBite subcategory mapped; allergens missing or not explicitly declared
5024121327124,Barbeque Gruffo Claws,Organix,General Food,Uncategorised,Com Sunflower oil 78.0% 11.0% Apple powder (contains rica flour) 6.5% f ds. are ad 1.9% Tomato powder Smoked paprika powder 1.7% Onion powder (contains rice flour) 0.6% 0.3% Cinnamon powder &lt;&lt;0.1% &lt;0.1% 100% Clove powder Thiamin (vitamin B1 TOTAL *Thiamin (vitamin B1) has no organic certification ALLERGY ADVICE: Gluten free.,,open_food_facts,https://world.openfoodfacts.org/product/5024121327124/barbeque-gruffo-claws-organix,community,true,no clean SafeBite subcategory mapped; allergens missing or not explicitly declared
5060107332225,Spag bol,Ella's Kitchen,General Food,Uncategorised,"Organic Tomatoes 37%, Organic Cooked Pasta 18% (Water, Organic Pasta (Organic Durum Wheat, Organic Dried Egg Whites)), Organic Beef 11%, Organic Carrots 10%, Organic Vegetable Stock 7% (Water and Organic Vegetables: Onions, Carrots, Parships, Leeks, Swedes), Organic Broccoli 6%, Organic Onions 5%, Organic Mushrooms 4%, Organic Cheddar Cheese (Milk) 2%, Organic Mixed Herbs &lt;1% (Thyme, Parsley, Sage, Oregano), Organic Garlic &lt;1%, Organic Black Pepper &lt;1%, Other Stuff 0%",milk,open_food_facts,https://world.openfoodfacts.org/product/5060107332225/spag-bol-ella-s-kitchen,community,true,no clean SafeBite subcategory mapped
5060040253717,Veggie Straws saveur fromage,Kiddylicious,General Food,Uncategorised,"Bâtonnets de légumes (fécule de pomme de terre, pomme de terre séchée (40%), tomate en poudre (0.7%), betterave en poudre (0.3%), sel, curcuma), huile de colza, assaisonnement (6%) (farine de riz, ârome naturel, poudre d'oignon, poudre d'extrait de levure)",milk,open_food_facts,https://world.openfoodfacts.org/product/5060040253717/cheesy-straws-saveur-fromage-kiddylicious,community,true,no clean SafeBite subcategory mapped
5060107338012,Organic Bananas + Coconuts Pouch 4+ Months,Ella,General Food,Uncategorised,Organic bananas 82% Organic coconut milk 18% Organic lemon juice concentrate (a dash) Other stuff 0% *1 contain naturally occurring sugars I'm gluten free,,open_food_facts,https://world.openfoodfacts.org/product/5060107338012/organic-bananas-coconuts-pouch-4-months-ella,community,true,no clean SafeBite subcategory mapped; allergens missing or not explicitly declared
4088600361291,Mango Greek style yogurt,,General Food,Uncategorised,"ORGANIC GREEK STYLE YOGURT (38%) (Milk), ORGANIC MANGO PURÉE (31%), ORGANIC APPLE PUREE (1996), ORGANIC BANANA PURÉE (11%), Organic Rice Starch, Organic Lemon Juice.",milk,open_food_facts,https://world.openfoodfacts.org/product/4088600361291/mango-greek-style-yogurt,community,true,no clean SafeBite subcategory mapped
5060503502369,Dairy free with coconut milk,Ella's Kitchen,General Food,Uncategorised,"Organic Coconut Milk Yoghurt (coconut milk, tapioca starch, non-dairy cultures) 39%, Organic Bananas 37%, Organic Apples 23%, Organic Rice Starch 1%, Organix Lemon Juice Concentrate.",,open_food_facts,https://world.openfoodfacts.org/product/5060503502369/dairy-free-with-coconut-milk-ella-s-kitchen,community,true,no clean SafeBite subcategory mapped; allergens missing or not explicitly declared
4062300426337,Creamy Porridge,HiPP Organic,Baby & Toddler,Porridge,"Wholemeal oat flour* (34%), whey powder*, skimmed milk powder* (16%), vegetable oils* (sunflower oil*, rapeseed oil*), corn flour* (6%), wheat semolina* (4%), calcium carbonate, vitamin C, ferrous sulphate, niacin, zinc sulphate, vitamin E, vitamin B1, pantothenic acid, vitamin A, vitamin B6, potassium iodate, folic acid, vitamin D, vitamin B12, *Organic",gluten en:milk,open_food_facts,https://world.openfoodfacts.org/product/4062300426337/creamy-porridge-hipp-organic,community,false,
4061461501204,Mamia prunes,Mamia,General Food,Uncategorised,"Organic Prune Purée (Water*, ORGANIC PRUNES (29%)).*Permitted non-organic ingredient.",,open_food_facts,https://world.openfoodfacts.org/product/4061461501204/mamia-prunes,community,true,no clean SafeBite subcategory mapped; allergens missing or not explicitly declared
5060107337251,Ella's Kitchen Leek and Tomato Melty Puffs,Ella s kitchen,General Food,Uncategorised,Mais,,open_food_facts,https://world.openfoodfacts.org/product/5060107337251/ella-s-kitchen-leek-and-tomato-melty-puffs,community,true,no clean SafeBite subcategory mapped; allergens missing or not explicitly declared
5024121890307,Saucy Tomato Noughts & Crosses+ Months 4 x (60g),Organix,General Food,Uncategorised,"Corn 78%, Sunflower oil 11%, Tomato powder 7.6%, Apple powder (contains rice flour) 1.7%, Onion powder (contains rice flour) 1.7%, Thiamin (vitamin B1) &lt;0.1%",,open_food_facts,https://world.openfoodfacts.org/product/5024121890307/saucy-tomato-noughts-crosses-months-4-x-60g-organix,community,true,no clean SafeBite subcategory mapped; allergens missing or not explicitly declared
4062300013919,Chicken scrumble,Hipp,General Food,Uncategorised,"Potatoes* (38%), carrots, tomatoes* (11%), water, chicken* (8.2%), courgettes*, pumpkin (5%), onions*, sunflower oil*, rice starch*, grated hard cheese* (milk), lemon juice* from lemon juice concentrate, spices* [rosemary*, garlic*], antioxidants ascorbic acid, tocopherol-rich extract]. *Organic Allergy advice: For allergens, see highlighted ingredients in bold. Nutritional info Pull here How t This tast Do not c Micro sleeve a 1 minute the pow Hob: B Take the cardboc the seal Remove Typical values per 100g per 230g Spoon in Energy kJ/kcal 293/70 672/160 the temp Fat 2.8g 6.4g How t",milk,open_food_facts,https://world.openfoodfacts.org/product/4062300013919/chicken-scrumble-hipp,community,true,no clean SafeBite subcategory mapped
5060107333895,Ella's kitchen Cheery chicken roast with stuffing,Ella's Kitchen,General Food,Uncategorised,"Organic vegetable stock 36% (water organic vegetables: carrots, onions, leeks, swedes, pasnios), Organic carrots 13%, Organic chicken 11%, ganic sweet potatoes 10%, Organic potatoes 9%, Organic onions 7%, Organic parsnips 6%, Organic broccoli 5%, Organic breadcrumbs 2% (organic wheat flour, calcium carbonate*, iron*, niacin*, thiamin*, yeast*), Organic mixed herbs &lt;1% (sage, parsley, thyme), Organic black pepper &lt;1% Other stuff 0%",gluten,open_food_facts,https://world.openfoodfacts.org/product/5060107333895/ella-s-kitchen-cheery-chicken-roast-with-stuffing,community,true,no clean SafeBite subcategory mapped
5060452492261,Baby Pasta,Piccolo,Baby & Toddler,Baby Meals,Soft wheat flour* (&gt;99%). Thiamine (vitamin B1).,gluten,open_food_facts,https://world.openfoodfacts.org/product/5060452492261/baby-pasta-piccolo,community,false,
5057753912260,Tesco Veggie & Salmon Pie (7m ),Tesco,General Food,Uncategorised,"organic potato (31%), water, organic carrot (14%), organic salmon (10%), organic parsnip (10%) organic reconstituted dried whole milk (4%) organic onion, organic rapeseed oil, organic brown rice flour, organic chive (0.3%) organic garlic, organic nutmeg, organic bay leaf, organic black pepper,",fish en:milk,open_food_facts,https://world.openfoodfacts.org/product/5057753912260/tesco-veggie-salmon-pie-7m,community,true,no clean SafeBite subcategory mapped
5057753923167,Cheesy pasta with butternut squash,Tesco,Baby & Toddler,Baby Meals,"Water*, Organic Butternut Squash (23%), Organic Cooked Spaghetti (19%) (Water*, Organic Durum Wheat Semolina, Organic Dried Egg White), Organic Carrot (14%), Organic Sweet Potato, Organic Cheddar Cheese (Milk) (7%), Organic Onion, Organic Rapeseed Oil, Organic Garlic, Organic Black Pepper.",milk,open_food_facts,https://world.openfoodfacts.org/product/5057753923167/cheesy-pasta-with-butternut-squash-tesco,community,false,
4062300400535,Vegetable cannelloni,Hipp,General Food,Uncategorised,"Tomatoes (32%), cooked cannelloni posla&quot; (water, durum wheat semolina&quot;, egg white') (31%), carrots (13%), courgettes (7%), grated hard cheese' (milk) (3%), rice storch&quot;, onions, potato flakes, sunflower oil, celeriac&quot;, tomato paste, spices (parsley, garlic, oregano, basil, lovage, ginger, papriku, pepper'), lemon juice from lemon juice concentrate, antioxidants (ascorbic acid, tocopherol rich extract) *Organic Allergy advice: For allergens, including cereals containing gluten, see highlighted ingredients in bold. May contain traces of fish.",milk,open_food_facts,https://world.openfoodfacts.org/product/4062300400535/vegetable-cannelloni-hipp,community,true,no clean SafeBite subcategory mapped
5000157152633,Sweet and Sour chicken,Heinz,Baby & Toddler,Baby Meals,"Vegetables (46%, Carrot (20%), Tomato (16%), Onion (8%), Red Pepper (2%)), Rice (20%), Chicken (10%), Water, Pineapple (8%), Cornflour, Raisins, Extra Virgin Olive Oil",chicken,open_food_facts,https://world.openfoodfacts.org/product/5000157152633/sweet-and-sour-chicken-heinz,community,false,
5060337222563,Biotiful gut health kids kefir,Biotiful,General Food,Uncategorised,"Pasteurised Cow's Milk fermented with Live Kefir Cultures, Fruit Extract (Apple, Carob, Grape), Apple Puree (2%), Mango Puree (1.5%), Stabiliser (Pectin), Lemon Concentrate, Natural Flavouring, Vitamin D3. For allergens: see ingredients in bold.",apple,open_food_facts,https://world.openfoodfacts.org/product/5060337222563/biotiful-gut-health-kids-kefir,community,true,no clean SafeBite subcategory mapped
00464222,"Organic pea, parsnip and pear",,General Food,Uncategorised,"Peas (35%), Parsnip (25%), Water, Pear Puree (15%) (Pear, Antioxidant: Ascorbic Acid).",,open_food_facts,https://world.openfoodfacts.org/product/00464222/organic-pea-parsnip-and-pear,community,true,no clean SafeBite subcategory mapped; allergens missing or not explicitly declared
00004480,smelties,bonfood,General Food,Uncategorised,"Semoule de mais bio, 1% Huile de tournesol bio,",,open_food_facts,https://world.openfoodfacts.org/product/00004480/smelties-bonfood,community,true,no clean SafeBite subcategory mapped; allergens missing or not explicitly declared
4061461501068,"Strawberry, Rhubarb & Apples",Organic Mamia,General Food,Uncategorised,"ORGANIC APPLE PUREE (59%) (Organic Apple Purée, Artiodant Ascorbic Acid), ORGANIC STRAWBERRY PUREE (25%), ORGANIC RHUBARB PURÉE (1696).",,open_food_facts,https://world.openfoodfacts.org/product/4061461501068/strawberry-rhubarb-apples-organic-mamia,community,true,no clean SafeBite subcategory mapped; allergens missing or not explicitly declared
5000157079947,"Strawberry, Banana, Raspberry and Apple",Heinz,General Food,Uncategorised,"Apple (79%), Strawberries (8%), Banana (8%), Raspberries (5%), Concentrated Lemon Juice, Vitamin C.",apple en:banana,open_food_facts,https://world.openfoodfacts.org/product/5000157079947/strawberry-banana-raspberry-and-apple-heinz,community,true,no clean SafeBite subcategory mapped
5060040252741,Melty button,Kiddylicious,General Food,Uncategorised,"Jasmine rice flour, banana powder (9.9%), sunflower oil, tapioca starch, pumpkin powder (7.7%), apple juice concentrate, natural banana flavour, vitamin E (mixed tocopherols), thiamin (vitamin B1).",,open_food_facts,https://world.openfoodfacts.org/product/5060040252741/melty-button-kiddylicious,community,true,no clean SafeBite subcategory mapped; allergens missing or not explicitly declared
5000218005656,farley's reduced sugar rusks,,Baby Snacks,Oat Snacks,"Wheat Flour, Maize Flour, Sugar, Wheat Starch, Palm Oil, Dextrose, Raising Agents (Ammonium Carbonates), Calcium Carbonate, Emulsifier (Monoglycerides), Niacin, Iron, Thiamin, Riboflavin, Vitamin A, Vitamin D",gluten,open_food_facts,https://world.openfoodfacts.org/product/5000218005656/farley-s-reduced-sugar-rusks,community,false,
4088600360959,Red burst,,General Food,Uncategorised,"ORGANIC BANANA PURÉE (37%), ORGANIC STRAWBERRY PUREE (31%), ORGANIC APPLE PURÉE (26%), ORGANIC RASPBERRY PUREE (6%).",,open_food_facts,https://world.openfoodfacts.org/product/4088600360959/red-burst,community,true,no clean SafeBite subcategory mapped; allergens missing or not explicitly declared
00287166,Lentil and chickpea dhal,"Sainsbury's,little ones",General Food,Uncategorised,"Tomatoes, Brown Lentils (22%), Chickpeas (21%), Water, Rapeseed Oil, Onion Purée, Modified Maize Starch, Garlic Purée, Salt, Cumin Seed, Cumin, Cayenne Pepper, Fenugreek, Coriander, Sugar, Concentrated Lemon Juice, Turmeric.",,open_food_facts,https://world.openfoodfacts.org/product/00287166/lentil-and-chickpea-dhal-sainsbury-s,community,true,no clean SafeBite subcategory mapped; allergens missing or not explicitly declared
